0
1.8
5.4
7.2
9
10.8
14.4
16.2
18
19.8
23.4
25.2
27
28.8
32.4
34.2
36
37.8
41.4
43.2
45
46.8
50.4
52.2
54
55.8
59.4
61.2
63
64.8
68.4
70.2
72
73.8
77.4
79.2
81
82.8
86.4
88.2
90
91.8
95.4
97.2
99
100.8
104.4
106.2
108
109.8
113.4
115.2
117
118.8
122.4
124.2
126
127.8
131.4
133.2
135
136.8
140.4
142.2
144
145.8
149.4
151.2
153
154.8
158.4
160.2
162
163.8
167.4
169.2
171
172.8
176.4
178.2
180
