0
5.4
9
14.4
18
23.4
27
32.4
36
41.4
45
50.4
54
59.4
63
68.4
72
77.4
81
86.4
90
95.4
99
104.4
108
113.4
117
122.4
126
131.4
135
140.4
144
149.4
153
158.4
162
167.4
171
176.4
180
