1.1258,1.0932,0.99055,1.0443,1.0932,1.0753,1.6862,1.5722,2.219,3.0222,2.5986,2.4454,2.333,2.289,2.0039,1.608,1.4158,1.072,1.0997,1.3816,1.3653,1.0899,1.0802,1.1795,1.1013,1.0003,0.96448,1.0329,0.99707,1.0329,0.81134,1.0085,0.73151,0.65657,0.35516,0.50016,0.59466,0.69567,0.6028,0.60606,0.52786
0.90909,0.80156,0.71196,0.81297,1.0932,1.318,1.929,2.0446,2.4487,2.5334,2.4568,2.3803,2.1913,2.2304,1.8394,1.639,1.538,1.1079,1.1616,1.0981,1.2414,1.3506,1.3718,1.2056,1.0362,1.1062,1.0899,1.0883,0.88302,0.97263,0.92538,0.90094,0.67612,0.46106,0.44803,0.3796,0.37634,0.47084,0.5637,0.83904,0.55556
0.76246,0.85859,0.56044,0.89769,1.1013,1.2089,1.5396,1.9713,1.8964,2.4471,2.1065,2.3754,1.999,2.0169,1.7709,1.4695,1.5233,1.1193,1.0883,1.2023,1.4451,1.4761,1.3571,1.5086,1.0345,1.1355,0.9824,0.93516,1.0182,0.97752,0.83741,0.74617,0.6696,0.41544,0.39264,0.46432,0.41544,0.66145,0.36331,0.4578,0.46921
0.78364,1.1176,0.69567,0.81297,1.0867,1.1975,1.6927,2.2711,2.0479,2.4943,2.7924,2.4242,2.3558,2.1571,1.9225,1.639,1.6813,1.16,1.2203,1.2512,1.406,1.665,1.5086,1.2512,1.0769,1.1535,0.92375,0.91724,1.0248,0.83904,0.9596,0.79668,0.70381,0.46758,0.4187,0.49039,0.46432,0.35516,0.50179,0.70055,0.46595
0.77713,0.82274,0.73151,0.79016,1.1274,1.3148,2.1652,2.4813,2.3151,2.8592,2.7224,2.5383,2.5285,2.3102,1.8133,1.5803,1.4532,1.2903,1.2871,1.5526,1.3343,1.2675,1.5591,1.3848,1.0003,1.4207,0.93353,0.91887,1.0134,0.84066,0.97915,0.94819,0.69567,0.32747,0.43988,0.36983,0.32421,0.31606,0.29,0.46595,0.57022
0.8651,0.6305,0.44803,0.77387,1.1486,1.4223,2.056,2.3868,2.5644,2.5709,2.4894,2.4976,2.478,2.1554,1.8442,1.6113,1.4989,1.4011,1.3555,1.2121,1.2512,1.0769,1.5331,1.2089,1.0883,1.1795,1.1307,0.94493,0.82111,1.0867,0.90746,0.75269,0.62072,0.46432,0.48713,0.43825,0.37146,0.33236,0.40241,0.49853,0.68426
0.92212,0.7201,0.70707,0.86999,1.1616,1.4467,1.5624,2.0153,2.6914,2.6344,2.5432,2.4585,2.3395,2.1554,2.087,1.8654,1.4728,1.419,1.3962,1.1909,1.1046,1.1632,1.4712,1.2089,1.0736,1.0117,1.002,1.0932,0.99055,0.971,1.1274,0.80156,0.65494,0.49039,0.35516,0.50994,0.34213,0.65168,0.38286,0.41544,0.47735
1.0215,0.80156,0.59954,0.76572,1.0736,1.2154,1.8491,2.2173,2.1766,2.592,2.6621,2.667,2.6523,2.2532,2.0707,1.6764,1.3669,1.2626,1.1453,1.1909,1.1632,1.3685,1.3946,1.2496,1.2382,0.96937,0.80319,0.71522,0.7592,0.55718,0.50342,0.73151,0.46921,0.40893,0.30466,0.52949,0.34702,0.50179,0.47084,0.39264,0.67612
0.80971,0.80645,0.58325,0.75758,0.826,1.1421,1.6373,1.9078,2.2141,2.7045,2.5399,2.4927,2.4715,2.4617,1.9941,1.6944,1.3115,1.1795,0.72499,1.0573,0.92538,0.60443,0.5637,0.60117,0.62235,0.6696,0.53763,0.71359,0.46106,0.54904,0.435,0.57348,0.29163,0.46595,0.46269,0.46921,0.41707,0.39752,0.42848,0.41056,0.59629
0.80808,0.91398,0.54415,0.68263,0.7364,1.4125,1.9713,2.3363,2.2483,2.8658,2.5888,2.6979,2.6914,2.3786,1.9518,1.6048,1.4581,0.98892,0.81134,0.73314,0.62887,0.65819,0.44803,0.4187,0.32584,0.4073,0.30466,0.41707,0.23949,0.31769,0.5523,0.29,0.40404,0.31769,0.38938,0.50016,0.55556,0.34865,0.36005,0.34702,0.47898
0.95145,0.83904,0.60769,0.49853,0.52134,0.76246,1.4467,2.2092,2.2809,2.4438,2.8299,2.7468,2.4959,2.1831,1.9762,1.6048,1.3734,1.1241,0.86022,0.73151,0.32095,0.35191,0.36657,0.42848,0.46432,0.29488,0.3291,0.32421,0.44314,0.52786,0.53275,0.50342,0.33561,0.54252,0.41382,0.60606,0.37634,0.37309,0.47898,0.42685,0.58651
0.85533,0.82274,0.64842,0.57022,0.6028,1.0052,1.5347,2.0854,2.1522,2.8723,2.6523,2.6344,2.5024,2.1408,1.955,1.6569,1.2887,1.274,0.85044,0.58162,0.30792,0.48224,0.33724,0.38286,0.35842,0.4741,0.41056,0.55393,0.28674,0.25741,0.51483,0.36331,0.47898,0.36168,0.32258,0.34539,0.40404,0.47898,0.35842,0.36331,0.39101
0.8651,0.72336,0.63702,0.54741,0.53926,1.0639,1.6699,1.8589,2.1913,2.4226,2.8006,2.5236,2.6197,2.4128,2.0512,1.6878,1.3099,0.95797,0.58488,0.4187,0.32584,0.45617,0.36983,0.43337,0.5132,0.49202,0.38449,0.38938,0.57185,0.37309,0.37146,0.30466,0.52786,0.34376,0.40893,0.44314,0.4741,0.435,0.34539,0.3682,0.45129
0.84881,0.83741,0.5914,0.52134,0.54415,1.3066,1.841,2.6637,2.4878,2.7289,2.6996,2.7354,2.3982,2.364,1.929,1.5591,1.2985,0.91724,0.41382,0.41382,0.47247,0.55881,0.41056,0.45129,0.58977,0.52623,0.66308,0.36983,0.46921,0.42196,0.48387,0.34376,0.31443,0.47735,0.41056,0.50179,0.34539,0.47735,0.36983,0.48713,0.47898
0.84229,0.94819,0.57511,0.63213,0.54741,0.95471,1.3881,1.9045,2.3086,2.6083,2.755,2.5448,2.6116,2.1571,2.074,1.5803,1.4288,1.1812,0.46921,0.65657,0.66308,0.43174,0.43662,0.64516,0.49039,0.50179,0.44314,0.44477,0.3796,0.35354,0.45943,0.50994,0.435,0.41219,0.42685,0.37797,0.36657,0.47084,0.48224,0.48387,0.5132
0.88302,0.81949,0.60443,0.59466,0.54741,1.1502,1.621,2.3395,2.1799,2.6621,2.812,2.6491,2.4536,2.2124,1.8361,1.5754,1.4174,0.89117,0.44477,0.47247,0.60606,0.42522,0.435,0.43174,0.39589,0.46758,0.5523,0.37309,0.4855,0.35354,0.3014,0.51808,0.38938,0.6305,0.34865,0.44314,0.36983,0.38775,0.41707,0.3291,0.41056
0.76735,0.77387,0.53275,0.53601,0.5914,0.76735,2.0088,2.509,2.1261,2.491,2.6132,2.6882,2.6067,2.6751,2.0007,1.6911,1.2529,0.92212,0.48387,0.55556,0.45943,0.65168,0.98078,1.349,0.49365,0.65331,0.47247,0.44151,0.60932,0.42522,0.56533,0.33236,0.45455,0.46106,0.3405,0.4073,0.38286,0.48713,0.56044,0.39752,0.39427
0.58325,0.85696,0.71196,0.58977,0.60117,1.406,2.201,2.5448,2.3542,2.7208,3.0433,2.7647,2.4471,2.7631,1.9795,1.7628,1.2154,0.88791,0.50505,0.89769,1.4581,1.3555,1.4826,0.65005,0.44803,0.66634,0.53763,0.68426,0.38123,0.49528,0.42522,0.34376,0.37634,0.43825,0.44151,0.57511,0.51157,0.42522,0.36983,0.6305,0.46758
0.79342,0.76409,0.6305,0.67937,0.63539,1.1584,1.8442,2.4291,2.3949,2.8592,2.8267,2.667,2.5774,2.3021,2.1228,1.7188,1.4076,0.971,1.9322,1.5331,1.2463,0.96774,1.2773,0.81297,0.43825,0.53112,0.57836,0.53926,0.39915,0.38449,0.47247,0.54578,0.39915,0.47247,0.4578,0.46595,0.43825,0.7201,0.39752,0.56533,0.47084
0.76409,0.80156,0.69404,0.60443,0.97263,1.2724,1.8866,2.1619,2.6914,2.9195,2.8315,2.5399,2.3949,2.1587,1.9078,2.144,1.8719,1.9078,1.5412,1.1518,0.94656,1.1909,0.62398,0.57511,0.58488,0.58325,0.4187,0.49365,0.56207,0.51157,0.48387,0.40241,0.36168,0.42196,0.44966,0.34702,0.36983,0.5914,0.33561,0.39589,0.41219
0.85859,0.85859,0.82274,0.78364,1.0378,1.2561,1.7237,2.0674,2.2581,2.4878,2.7941,2.8658,2.4324,2.3363,1.7025,1.7563,1.8752,1.292,1.5624,1.5559,1.2366,0.50016,0.4741,0.50016,0.50668,0.47247,0.41707,0.56044,0.49039,0.43825,0.38286,0.34376,0.40241,0.51483,0.35191,0.55393,0.39101,0.49853,0.66634,0.53601,0.42685
0.72499,0.72662,0.65494,0.63213,0.98403,1.2089,1.7644,2.377,2.1294,2.7778,2.5937,2.7322,2.7224,2.245,1.8198,1.885,1.2545,1.3962,1.8263,1.1453,0.42196,0.7201,0.48876,0.58488,0.42522,0.53763,0.57999,0.44477,0.43174,0.40078,0.50831,0.47898,0.40404,0.38286,0.29488,0.42522,0.50179,0.47084,0.46595,0.50016,0.46106
0.80319,0.74943,0.6419,0.66797,0.97426,1.349,1.4858,1.8084,1.7123,2.7175,2.9032,2.6784,2.4422,2.2727,1.9469,1.8817,1.9681,1.7986,0.56207,0.48224,0.50505,0.73151,0.76572,0.51808,0.62724,0.6419,0.46758,0.70218,0.66308,0.53438,0.33887,0.4741,0.36657,0.6419,0.46432,0.47247,0.56044,0.50668,0.45617,0.61258,0.52949
0.81623,0.80645,0.73803,0.62887,0.64027,0.79342,1.6618,1.683,1.885,2.5595,2.97,2.6083,2.4617,2.1815,2.0789,2.0007,1.2333,0.77876,0.46758,0.46106,0.6305,0.4969,0.42848,0.68263,0.54741,0.57022,0.58814,0.63864,0.46432,0.5132,0.44803,0.39752,0.35516,0.39589,0.39589,0.58651,0.54415,0.38938,0.5246,0.39915,0.6305
0.72336,0.77387,0.75432,0.64027,0.7364,1.349,1.4044,1.8752,1.8312,2.535,2.4161,2.4096,2.4992,2.3135,2.1522,2.1994,1.4581,1.0769,0.5132,0.50994,0.55556,0.67286,0.45617,0.50831,0.51645,0.62887,0.45943,0.55881,0.36657,0.43988,0.42196,0.38449,0.48061,0.41544,0.35354,0.681,0.50016,0.36168,0.44151,0.42522,0.53601
0.71685,0.77224,0.62724,0.64027,0.7087,0.83741,1.7498,1.5037,1.7546,2.6051,2.4161,2.7159,2.3591,2.2841,1.9387,2.0055,1.2235,0.99544,0.54741,0.43988,0.48876,0.55393,0.76409,0.50994,0.42033,0.57674,0.39752,0.42522,0.61258,0.35354,0.56044,0.44314,0.39589,0.50342,0.32258,0.45943,0.35516,0.41219,0.41707,0.52786,0.51808
1.0248,0.86184,0.62887,0.65494,0.64516,1.0297,1.4826,1.8019,1.6455,2.1554,2.3737,2.7045,2.1326,2.3086,2.2336,1.2968,0.91398,1.2887,0.63213,0.65494,0.64842,0.60117,0.47572,0.4855,0.69078,0.44966,0.48061,0.60443,0.41707,0.59791,0.45617,0.45292,0.38775,0.61584,0.38286,0.41056,0.46432,0.46432,0.50831,0.44966,0.50016
0.89932,0.82111,0.61095,0.66145,0.67123,1.2952,1.349,1.6243,2.3754,2.6181,2.7094,2.3917,2.0349,2.2336,1.6422,1.3245,1.4321,1.349,0.73314,0.41056,0.46432,0.50016,0.44966,0.45129,0.72336,0.40078,0.3796,0.4187,0.58651,0.41056,0.4187,0.40404,0.57022,0.36168,0.35516,0.48061,0.36331,0.43174,0.42685,0.41544,0.43174
0.75269,0.7087,0.67286,0.65657,0.62235,1.1486,1.6357,1.5885,1.6553,1.9958,2.8152,2.5383,1.7384,1.9501,1.6667,1.3571,1.4516,1.2545,0.80645,0.77224,0.67775,0.51483,0.39752,0.62561,0.41382,0.53601,0.39427,0.41219,0.35842,0.5132,0.46758,0.435,0.38123,0.46269,0.34376,0.63213,0.34539,0.51971,0.39752,0.59629,0.37146
